epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9780327677726746,0.9687207937240601,0.08699920028448105,0.8460054993629456,0.7843272686004639,NA,NA,NA,NA,NA
1,0.9750936031341553,0.966343104839325,0.09357831627130508,0.838373601436615,0.7609871029853821,NA,NA,NA,NA,NA
2,0.9741582274436951,0.9664874076843262,0.09463797509670258,0.8373051881790161,0.7644402980804443,NA,NA,NA,NA,NA
3,0.9745904207229614,0.9663633108139038,0.09402532875537872,0.8368124961853027,0.7633674144744873,NA,NA,NA,NA,NA
4,0.9772252440452576,0.9683570861816406,0.08847963064908981,0.8490495681762695,0.7751576900482178,NA,NA,NA,NA,NA
0,0.9967969655990601,0.9926526546478271,0.020749764516949654,0.9575966596603394,0.928756594657898,NA,NA,NA,NA,NA
1,0.9962440133094788,0.9927587509155273,0.021166471764445305,0.9575724601745605,0.9304700493812561,NA,NA,NA,NA,NA
2,0.996483325958252,0.9928062558174133,0.020780326798558235,0.9573331475257874,0.9315016865730286,NA,NA,NA,NA,NA
3,0.9967156052589417,0.9924596548080444,0.021069327369332314,0.9554082751274109,0.9279797077178955,NA,NA,NA,NA,NA
4,0.9966055154800415,0.9925426244735718,0.021023232489824295,0.9563574194908142,0.9283044934272766,NA,NA,NA,NA,NA
