epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9775395393371582,0.9681539535522461,0.08881662786006927,0.845858097076416,0.7728844881057739,NA,NA,NA,NA,NA
1,0.9749384522438049,0.9667595028877258,0.09330403059720993,0.8386645913124084,0.762713611125946,NA,NA,NA,NA,NA
2,0.9744901061058044,0.9672458171844482,0.09210345894098282,0.8415511846542358,0.7658407688140869,NA,NA,NA,NA,NA
3,0.9764151573181152,0.9685781002044678,0.08915749937295914,0.8573350310325623,0.7642319798469543,NA,NA,NA,NA,NA
4,0.977642297744751,0.9691972732543945,0.08700715005397797,0.8681339621543884,0.7595623135566711,NA,NA,NA,NA,NA
0,0.9786287546157837,0.9709423184394836,0.08279185742139816,0.8779659271240234,0.7639110684394836,NA,NA,NA,NA,NA
1,0.9803080558776855,0.972888171672821,0.07867492735385895,0.8877891302108765,0.7791193723678589,NA,NA,NA,NA,NA
2,0.9793862700462341,0.9716446399688721,0.08098433911800385,0.8762585520744324,0.7755697965621948,NA,NA,NA,NA,NA
3,0.9792841076850891,0.9715360403060913,0.08181770890951157,0.8836527466773987,0.7655848860740662,NA,NA,NA,NA,NA
4,0.9814085960388184,0.9720709919929504,0.07849815487861633,0.8820911645889282,0.7745770812034607,NA,NA,NA,NA,NA
