epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9801905155181885,0.9705170392990112,0.08312267065048218,0.860486626625061,0.7896167039871216,NA,NA,NA,NA,NA
1,0.9741232991218567,0.9661423563957214,0.09493688493967056,0.8517309427261353,0.7400972843170166,NA,NA,NA,NA,NA
2,0.9769020080566406,0.9687289595603943,0.08864540606737137,0.8688263893127441,0.7550551891326904,NA,NA,NA,NA,NA
3,0.9780855774879456,0.970012366771698,0.08554606139659882,0.8747126460075378,0.7653969526290894,NA,NA,NA,NA,NA
4,0.9780584573745728,0.9701217412948608,0.08594344556331635,0.8731826543807983,0.7686483860015869,NA,NA,NA,NA,NA
0,0.997194230556488,0.9929497241973877,0.020146336406469345,0.9646352529525757,0.9263631701469421,NA,NA,NA,NA,NA
1,0.9964289665222168,0.9926589727401733,0.021271802484989166,0.9638471603393555,0.922562837600708,NA,NA,NA,NA,NA
2,0.9965583086013794,0.9926415085792542,0.021200012415647507,0.9650828242301941,0.9210118651390076,NA,NA,NA,NA,NA
3,0.996597945690155,0.9926076531410217,0.02140396647155285,0.9651235342025757,0.9204304814338684,NA,NA,NA,NA,NA
4,0.9966983199119568,0.9926069378852844,0.0214373916387558,0.9669729471206665,0.9185265898704529,NA,NA,NA,NA,NA
