epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9812913537025452,0.9722173810005188,0.07952959090471268,0.8703312277793884,0.8008367419242859,NA,NA,NA,NA,NA
1,0.9789152145385742,0.9696891903877258,0.08550342172384262,0.8686363697052002,0.7688519954681396,NA,NA,NA,NA,NA
2,0.979608416557312,0.9708166122436523,0.08313321322202682,0.8795002102851868,0.7711187601089478,NA,NA,NA,NA,NA
3,0.9783955812454224,0.9696739912033081,0.08586090803146362,0.8764660954475403,0.7594237923622131,NA,NA,NA,NA,NA
4,0.9773223400115967,0.9687385559082031,0.08817507326602936,0.8753920197486877,0.7481484413146973,NA,NA,NA,NA,NA
0,0.9873409271240234,0.9792287945747375,0.059088949114084244,0.9112416505813599,0.8151189684867859,NA,NA,NA,NA,NA
1,0.987462043762207,0.9800286889076233,0.057934705168008804,0.9139781594276428,0.8234071731567383,NA,NA,NA,NA,NA
2,0.9874019622802734,0.9792786836624146,0.058940209448337555,0.9091013073921204,0.8181569576263428,NA,NA,NA,NA,NA
3,0.9874033331871033,0.9790402054786682,0.05937811732292175,0.9109868407249451,0.8126957416534424,NA,NA,NA,NA,NA
4,0.9881520867347717,0.9799678921699524,0.05682020261883736,0.9144635796546936,0.8220430016517639,NA,NA,NA,NA,NA
