epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9783393144607544,0.9697872400283813,0.08614283055067062,0.8627585768699646,0.7779196500778198,NA,NA,NA,NA,NA
1,0.9749355316162109,0.9674875140190125,0.09183308482170105,0.8506511449813843,0.7615660429000854,NA,NA,NA,NA,NA
2,0.976200520992279,0.9683816432952881,0.0888332948088646,0.8556768894195557,0.7676085233688354,NA,NA,NA,NA,NA
3,0.9770462512969971,0.9692949056625366,0.08688972890377045,0.8626359701156616,0.7714338302612305,NA,NA,NA,NA,NA
4,0.9761888980865479,0.9676122069358826,0.09049022942781448,0.8536334037780762,0.7595322132110596,NA,NA,NA,NA,NA
0,0.9877371191978455,0.979158341884613,0.0580618716776371,0.9033926129341125,0.8207360506057739,NA,NA,NA,NA,NA
1,0.9874791502952576,0.9793067574501038,0.05846462771296501,0.9099993705749512,0.8155611753463745,NA,NA,NA,NA,NA
2,0.988010823726654,0.9798735976219177,0.056385286152362823,0.9138292670249939,0.8194534778594971,NA,NA,NA,NA,NA
3,0.9882565140724182,0.9802941679954529,0.05539828538894653,0.916010320186615,0.8230206966400146,NA,NA,NA,NA,NA
4,0.9880357384681702,0.9801492094993591,0.055750634521245956,0.9157822728157043,0.8212170600891113,NA,NA,NA,NA,NA
